id,overview,popularity,release_date,title,vote_average,vote_count,wr,year
290250,A private eye investigates the apparent suicide of a fading porn star in 1970s Los Angeles and uncovers a conspiracy.,16.075615,2016-05-15,The Nice Guys,7,2382,6.924000329592579,2016
293299,"This Oscar-winning animated short film tells the story of one man's love life as seen through the eyes of his best friend and dog, Winston, and revealed bite by bite through the meals they share.",7.365663,2014-11-07,Feast,8,420,7.586047506250822,2014
293660,"Deadpool tells the origin story of former Special Forces operative turned mercenary Wade Wilson, who after being subjected to a rogue experiment that leaves him with accelerated healing powers, adopts the alter ego Deadpool. Armed with his new abilities and a dark, twisted sense of humor, Deadpool hunts down the man who nearly destroyed his life.",187.860492,2016-02-09,Deadpool,7,11444,6.9835926989991775,2016
293670,A stranger arrives in a little village and soon after a mysterious sickness starts spreading. A policeman is drawn into the incident and is forced to solve the mystery in order to save his daughter.,8.141819,2016-05-12,The Wailing,7,257,6.340798471847421,2016
293863,"After 29-year-old Adaline recovers from a nearly lethal accident, she inexplicably stops growing older. As the years stretch on and on, Adaline keeps her secret to herself  until she meets a man who changes her life.",10.542026,2015-04-16,The Age of Adaline,7,2052,6.932305710233233,2015
296096,"A small town girl is caught between dead-end jobs. A high-profile, successful man becomes wheelchair bound following an accident. The man decides his life is not worth living until the girl is hired for six months to be his new caretaker. Worlds apart and trapped together by circumstance, the two get off to a rocky start. But the girl becomes determined to prove to the man that life is worth living and as they embark on a series of adventures together, each finds their world changing in ways neither of them could begin to imagine.",34.347590000000004,2016-06-02,Me Before You,7,2674,6.947534415877175,2016
296098,"During the Cold War, the Soviet Union captures U.S. pilot Francis Gary Powers after shooting down his U-2 spy plane. Sentenced to 10 years in prison, Powers' only hope is New York lawyer James Donovan, recruited by a CIA operative to negotiate his release. Donovan boards a plane to Berlin, hoping to win the young man's freedom through a prisoner exchange. If all goes well, the Russians would get Rudolf Abel, the convicted spy who Donovan defended in court.",13.707888,2015-10-15,Bridge of Spies,7,2633,6.859990259268257,2015
297762,An Amazon princess comes to the world of Man to become the greatest of the female superheroes.,294.337037,2017-05-30,Wonder Woman,7,5025,6.843816151393844,2017
309809,"Based on the best-seller book 'The Little Prince', the movie tells the story of a little girl that lives with resignation in a world where efficiency and work are the only dogmas. Everything will change when accidentally she discovers her neighbor that will tell her about the story of the Little Prince that he once met.",11.376954,2015-07-29,The Little Prince,7,771,6.448204058648647,2015
313297,"Kubo mesmerizes the people in his village with his magical gift for spinning wild tales with origami. When he accidentally summons an evil spirit seeking vengeance, Kubo is forced to go on a quest to solve the mystery of his fallen samurai father and his mystical weaponry, as well as discover his own magical powers.",12.321832,2016-08-18,Kubo and the Two Strings,7,982,6.651670068692035,2016
313369,"Mia, an aspiring actress, serves lattes to movie stars in between auditions and Sebastian, a jazz musician, scrapes by playing cocktail party gigs in dingy bars, but as success mounts they are faced with decisions that begin to fray the fragile fabric of their love affair, and the dreams they worked so hard to maintain in each other threaten to rip them apart.",19.681686,2016-11-29,La La Land,7,4745,6.960967645601787,2016
314365,"The true story of how The Boston Globe uncovered the massive scandal of child abuse and the cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.",14.63239,2015-11-06,Spotlight,7,2751,6.8655460145247895,2015
318846,The men who made millions from a global economic meltdown.,13.143061,2015-12-11,The Big Short,7,2679,6.932084821752683,2015
324849,"In the irreverent spirit of fun that made “The Lego Movie” a worldwide phenomenon, the self-described leading man of that ensemble—Lego Batman—stars in his own big-screen adventure. But there are big changes brewing in Gotham, and if he wants to save the city from The Joker’s hostile takeover, Batman may have to drop the lone vigilante thing, try to work with others and maybe, just maybe, learn to lighten up.",17.070748000000002,2017-02-08,The Lego Batman Movie,7,1473,6.65552623314482,2017
328387,"Industrious high school senior, Vee Delmonico, has had it with living life on the sidelines. When pressured by friends to join the popular online game Nerve, Vee decides to sign up for just one dare in what seems like harmless fun. But as she finds herself caught up in the thrill of the adrenaline-fueled competition partnered with a mysterious stranger, the game begins to take a sinister turn with increasingly dangerous acts, leading her into a high stakes finale that will determine her entire future.",14.9837,2016-07-27,Nerve,7,2262,6.870901764166225,2016
329865,"Taking place after alien crafts land around the world, an expert linguist is recruited by the military to determine whether they come in peace or are a threat.",30.83786,2016-11-10,Arrival,7,5729,6.932821577598393,2016
330459,A rogue band of resistance fighters unite for a mission to steal the Death Star plans and bring a new hope to the galaxy.,36.567575,2016-12-14,Rogue One: A Star Wars Story,7,5111,6.846210200227302,2016
331214,"Drawn from interviews with survivors of Easy Company, as well as their journals and letters, Band of Brothers chronicles the experiences of these men from paratrooper training in Georgia through the end of the war. As an elite rifle company parachuting into Normandy early on D-Day morning, participants in the Battle of the Bulge, and witness to the horrors of war, the men of Easy knew extraordinary bravery and extraordinary fear - and became the stuff of legend. Based on Stephen E. Ambrose's acclaimed book of the same name.",7.903731,2001-09-09,Band of Brothers,8,725,6.968321941142732,2001
334533,A father living in the forests of the Pacific Northwest with his six young kids tries to assimilate back into society.,16.519276,2016-07-02,Captain Fantastic,7,1569,6.582867937333956,2016
334543,"A five-year-old Indian boy gets lost on the streets of Calcutta, thousands of kilometers from home. He survives many challenges before being adopted by a couple in Australia; 25 years later, he sets out to find his lost family.",17.085145,2016-11-24,Lion,8,1699,7.4394210641277185,2016
336804,"In a Turkish village, five orphaned sisters live under strict rule while members of their family prepare their arranged marriages.",6.49255,2015-06-17,Mustang,8,378,7.5484154613645345,2015
338766,A divorced dad and his ex-con brother resort to a desperate scheme in order to save their family's farm in West Texas.,12.565896,2016-08-12,Hell or High Water,7,1304,6.789164859844794,2016
339403,"After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail.",228.032744,2017-06-28,Baby Driver,7,2083,6.8608199247114685,2017
